contactDate,beat,encounterType,reasonForEncounter,resultOfEncounter,search,typeOfSearch,resultOfSearch,race,sex
10/21/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/21/15,14Y,Vehicle,Traffic Violation,Citation,No,No,No,Other,Female
10/21/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/21/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/21/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/21/15,08X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/21/15,25Y,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/21/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/21/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Female
10/21/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/21/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/21/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/21/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/21/15,08X,Pedestrian,Probation/Parole,FI Report,Yes,Weapons,None,Hispanic,Male
10/21/15,19X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/21/15,07X,Vehicle,Probation/Parole,FI Report,Yes,Weapons,None,Afr American,Male
10/21/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/21/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/21/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/21/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/21/15,14X,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
10/21/15,29X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/21/15,19X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
10/21/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/21/15,27X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/21/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/21/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/21/15,23X,Bicycle,Traffic Violation,Warning,Yes,Weapons,Yes,Hispanic,Male
10/21/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
10/21/15,23X,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,Other,Female
10/21/15,20X,Vehicle,Traffic Violation,Citation,Yes,Weapons,None,Afr American,Male
10/21/15,23X,Vehicle,Traffic Violation,Citation,Yes,P/C,None,Hispanic,Female
10/21/15,23X,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Afr American,Male
10/21/15,23X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,White,Male
10/21/15,07X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,P/C,Yes,Afr American,Male
10/21/15,07X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
10/21/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/21/15,07X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/21/15,06X,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
10/21/15,30X,Vehicle,Probable Cause,Felony Arrest,Yes,P/C,Yes,Afr American,Female
10/21/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/21/15,02X,Pedestrian,Probable Cause,Citation,Yes,Prob./Parole,None,Afr American,Male
10/21/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/21/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/21/15,33X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/21/15,20X,Vehicle,Probable Cause,Citation,Yes,Incident to Arrest,Yes,Hispanic,Male
10/21/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Asian,Female
10/21/15,20X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
10/21/15,19X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
10/21/15,26X,Vehicle,Traffic Violation,Felony Arrest,Yes,Incident to Arrest,Yes,Hispanic,Male
10/21/15,26Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/21/15,33X,Vehicle,Traffic Violation,Citation,Yes,Inventory,None,Hispanic,Male
10/21/15,23X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Other,Male
10/21/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
10/21/15,07X,Vehicle,Traffic Violation,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
10/21/15,06X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/21/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/21/15,11X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/21/15,11X,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
10/21/15,11X,Vehicle,Reasonable Suspicion,FI Report,Yes,Incident to Arrest,None,Afr American,Male
10/21/15,32X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
10/21/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/21/15,26X,Pedestrian,Reasonable Suspicion,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
10/21/15,30X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/21/15,18X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
10/21/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/21/15,21X,Vehicle,Probable Cause,Felony Arrest,Yes,P/C,Yes,Afr American,Male
10/21/15,21X,Vehicle,Probable Cause,Warning,Yes,P/C,Yes,Afr American,Male
10/21/15,35X,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Hispanic,Male
10/21/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/21/15,21X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Hispanic,Male
10/21/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/21/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/21/15,30X,Vehicle,Probation/Parole,Citation,Yes,Prob./Parole,None,Afr American,Male
10/21/15,20X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/21/15,21Y,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Asian,Male
10/21/15,21Y,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Asian,Male
10/21/15,21X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
10/21/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/21/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/21/15,24Y,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/21/15,24Y,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/21/15,24Y,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/21/15,21X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Asian,Male
10/21/15,21X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Asian,Male
10/21/15,05X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/21/15,07X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
10/21/15,02Y,Vehicle,Probable Cause,Citation,No,No,No,Afr American,Male
10/21/15,21Y,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Hispanic,Male
10/21/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/21/15,08X,Vehicle,Traffic Violation,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
10/21/15,11X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/21/15,23X,Pedestrian,Reasonable Suspicion,Warning,No,No,No,Other,Female
10/21/15,23X,Pedestrian,Reasonable Suspicion,Warning,No,No,No,Afr American,Female
10/21/15,20X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/21/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/21/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/21/15,23X,Pedestrian,Consensual Encounter,FI Report,No,No,No,Hispanic,Male
10/21/15,27X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/21/15,18X,Pedestrian,Reasonable Suspicion,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
10/21/15,34X,Vehicle,Probable Cause,FI Report,Yes,Weapons,None,White,Female
10/21/15,34X,Vehicle,Probable Cause,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/21/15,34X,Vehicle,Probable Cause,FI Report,No,No,No,Afr American,Female
10/21/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/21/15,35X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/21/15,33X,Pedestrian,Reasonable Suspicion,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/21/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/21/15,10Y,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
10/21/15,10Y,Pedestrian,Probable Cause,Warning,No,No,No,Afr American,Female
10/21/15,26Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/21/15,30Y,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Male
10/21/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/21/15,17X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/21/15,35X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
10/21/15,09X,Other,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,White,Male
10/21/15,19X,Vehicle,Traffic Violation,FI Report,No,No,No,Other,Male
10/21/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/21/15,17X,Pedestrian,Probable Cause,Warning,No,No,No,Afr American,Male
10/21/15,17Y,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
10/21/15,15X,Vehicle,Traffic Violation,Warning,No,No,No,Other,Male
10/22/15,05Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,08X,Bicycle,Traffic Violation,FI Report,No,No,No,White,Male
10/22/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,27X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/22/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/22/15,02X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
10/22/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,32X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,13Z,Bicycle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,13Z,Bicycle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,08X,Pedestrian,Probable Cause,Warning,No,No,No,Afr American,Male
10/22/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/22/15,26Y,Vehicle,Traffic Violation,Citation,Yes,Weapons,None,Hispanic,Male
10/22/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/22/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/22/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
10/22/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,03X,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
10/22/15,03X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
10/22/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/22/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
10/22/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/22/15,06X,Bicycle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,04X,Pedestrian,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,30Y,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Male
10/22/15,34X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Female
10/22/15,34X,Pedestrian,Probation/Parole,Misdemeanor Arrest,Yes,Prob./Parole,Yes,Afr American,Male
10/22/15,34X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/22/15,08X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,Yes,Hispanic,Male
10/22/15,16Y,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Hispanic,Male
10/22/15,16X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Hispanic,Male
10/22/15,09X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
10/22/15,09X,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,Hispanic,Male
10/22/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,23X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
10/22/15,07X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,06X,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
10/22/15,06X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,07X,Pedestrian,Reasonable Suspicion,Felony Arrest,Yes,P/C,Yes,Afr American,Male
10/22/15,07X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Weapons,None,Afr American,Female
10/22/15,25Y,Vehicle,Consensual Encounter,Citation,Yes,P/C,None,Hispanic,Male
10/22/15,25Y,Vehicle,Traffic Violation,Citation,Yes,P/C,None,Hispanic,Male
10/22/15,17Y,Vehicle,Probation/Parole,FI Report,Yes,Incident to Arrest,None,Afr American,Male
10/22/15,17X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/22/15,18X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/22/15,18X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/22/15,24X,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
10/22/15,24X,Vehicle,Traffic Violation,FI Report,Yes,Weapons,None,Afr American,Male
10/22/15,24X,Vehicle,Traffic Violation,FI Report,Yes,Weapons,None,Afr American,Male
10/22/15,24X,Vehicle,Traffic Violation,FI Report,Yes,Weapons,None,Afr American,Male
10/22/15,24X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/22/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,21X,Vehicle,Reasonable Suspicion,Felony Arrest,Yes,P/C,Yes,Asian,Male
10/22/15,21X,Vehicle,Reasonable Suspicion,Felony Arrest,Yes,P/C,Yes,Asian,Male
10/22/15,35X,Vehicle,Traffic Violation,Warning,No,No,No,Other,Male
10/22/15,33X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,10X,Vehicle,Probation/Parole,Warning,Yes,Prob./Parole,Yes,Afr American,Male
10/22/15,09X,Vehicle,Probable Cause,Felony Arrest,Yes,P/C,Yes,Afr American,Male
10/22/15,10Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,10Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,10X,Pedestrian,Traffic Violation,Warning,Yes,Consent,None,Afr American,Male
10/22/15,18X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
10/22/15,18X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/22/15,18X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/22/15,18X,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/22/15,18X,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
10/22/15,18X,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/22/15,18X,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
10/22/15,18X,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/22/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,07X,Vehicle,Reasonable Suspicion,Misdemeanor Arrest,Yes,Prob./Parole,Yes,White,Female
10/22/15,03X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
10/22/15,12X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,08X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/22/15,13X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,18Y,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
10/22/15,13Z,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/22/15,27Y,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Hispanic,Male
10/22/15,28X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,26Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/22/15,24X,Vehicle,Traffic Violation,Citation,Yes,Weapons,None,Afr American,Male
10/22/15,06X,Pedestrian,Probable Cause,Citation,Yes,P/C,Yes,Afr American,Female
10/22/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,06X,Pedestrian,Probable Cause,Citation,Yes,P/C,Yes,Afr American,Male
10/22/15,05X,Bicycle,Traffic Violation,Warning,Yes,Prob./Parole,Yes,White,Male
10/22/15,07X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
10/22/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
10/22/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,26X,Vehicle,Traffic Violation,Citation,Yes,Inventory,None,Afr American,Male
10/22/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,23X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
10/22/15,23X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/22/15,23X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Male
10/22/15,23X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/22/15,34X,Vehicle,Traffic Violation,Felony Arrest,Yes,Prob./Parole,None,Afr American,Male
10/22/15,34X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
10/22/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,34X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
10/22/15,26Y,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,White,Female
10/22/15,26Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/22/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,07X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,26X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/22/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,30Y,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Inventory,None,Other,Male
10/22/15,05X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
10/22/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,27Y,Bicycle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Male
10/22/15,27X,Bicycle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Male
10/22/15,27Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,34X,Bicycle,Probable Cause,Citation,No,No,No,Afr American,Female
10/22/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/22/15,28X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,10Y,Vehicle,Probable Cause,FI Report,Yes,Weapons,None,Afr American,Male
10/22/15,10X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/22/15,26Y,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
10/22/15,23X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
10/22/15,22X,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
10/22/15,30Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/22/15,27Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/22/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/22/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/22/15,32X,Vehicle,Reasonable Suspicion,Citation,Yes,Weapons,Yes,Hispanic,Male
10/22/15,27Y,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
10/22/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/22/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/22/15,28X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/22/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/22/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,24X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Male
10/22/15,14Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/22/15,14X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/22/15,22X,Pedestrian,Consensual Encounter,FI Report,Yes,Weapons,None,Afr American,Male
10/22/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/22/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/22/15,12X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/23/15,25X,Pedestrian,Probable Cause,Warning,No,No,No,Afr American,Male
10/23/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/23/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Female
10/23/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/23/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/23/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,34X,Pedestrian,Probable Cause,Citation,No,No,No,Hispanic,Male
